runID,NUESP,year,mittel,sd,lo,up,STI,STI_lo,STI_up
2025_siteoccupancy_v1,31040,2003,-1.596,0.119,-1.838,-1.359,77.82,63.39,94.38
2025_siteoccupancy_v1,31040,2004,-1.081,0.114,-1.297,-0.854,116.97,99.12,137.87
2025_siteoccupancy_v1,31040,2005,-1.291,0.127,-1.537,-1.034,99.59,81.71,121.12
2025_siteoccupancy_v1,31040,2006,-1.437,0.12,-1.672,-1.202,88.66,73.03,106.72
2025_siteoccupancy_v1,31040,2007,-1.081,0.116,-1.299,-0.844,116.97,98.97,138.84
2025_siteoccupancy_v1,31040,2008,-1.158,0.125,-1.404,-0.912,110.37,91.05,132.33
2025_siteoccupancy_v1,31040,2009,-1.748,0.099,-1.945,-1.551,68.48,57.76,80.78
2025_siteoccupancy_v1,31040,2010,-1.24,0.095,-1.427,-1.057,103.63,89.38,119.07
2025_siteoccupancy_v1,31040,2011,-1.563,0.112,-1.78,-1.347,79.98,66.63,95.28
2025_siteoccupancy_v1,31040,2012,-1.443,0.116,-1.673,-1.218,88.23,72.97,105.41
2025_siteoccupancy_v1,31040,2013,-1.299,0.109,-1.515,-1.092,98.97,83.2,116.01
2025_siteoccupancy_v1,31040,2014,-1.274,0.104,-1.477,-1.073,100.92,85.83,117.67
2025_siteoccupancy_v1,31040,2015,-1.789,0.107,-1.997,-1.586,66.12,55.19,78.47
2025_siteoccupancy_v1,31040,2016,-1.797,0.087,-1.966,-1.635,65.67,56.71,75.33
2025_siteoccupancy_v1,31040,2017,-1.44,0.066,-1.573,-1.31,88.44,79.32,98.11
2025_siteoccupancy_v1,31040,2018,-1.321,0.065,-1.446,-1.191,97.27,88.02,107.62
2025_siteoccupancy_v1,31040,2019,-1.391,0.065,-1.519,-1.265,92,82.93,101.63
2025_siteoccupancy_v1,31040,2020,-1.079,0.063,-1.204,-0.96,117.14,106.55,127.84
2025_siteoccupancy_v1,31040,2021,-1.366,0.065,-1.494,-1.241,93.86,84.65,103.55
2025_siteoccupancy_v1,31040,2022,-1.481,0.061,-1.604,-1.361,85.55,77.31,94.23
2025_siteoccupancy_v1,31040,2023,-1.378,0.065,-1.51,-1.25,92.96,83.55,102.83
2025_siteoccupancy_v1,31002,1990,-4.132,0.47,-5.115,-3.275,96.91,36.62,223.53
2025_siteoccupancy_v1,31002,1991,-2.66,0.314,-3.317,-2.084,401.04,214.66,678.85
2025_siteoccupancy_v1,31002,1992,-3.951,0.433,-4.836,-3.154,115.77,48.32,251.11
2025_siteoccupancy_v1,31002,1993,-3.788,0.432,-4.646,-2.991,135.81,58.33,293.44
2025_siteoccupancy_v1,31002,1994,-4.093,0.471,-5.06,-3.218,100.7,38.68,236.14
2025_siteoccupancy_v1,31002,1995,-4.083,0.487,-5.109,-3.187,101.69,36.84,243.28
2025_siteoccupancy_v1,31002,1996,-3.94,0.469,-4.923,-3.039,117.03,44.32,280.31
2025_siteoccupancy_v1,31002,1997,-4.505,0.5,-5.641,-3.618,67.07,21.7,160.32
2025_siteoccupancy_v1,31002,1998,-4.189,0.474,-5.152,-3.285,91.62,35.3,221.39
2025_siteoccupancy_v1,31002,1999,-4.328,0.542,-5.463,-3.407,79.88,25.91,196.78
2025_siteoccupancy_v1,31002,2000,-4.241,0.417,-5.129,-3.499,87.04,36.12,179.99
2025_siteoccupancy_v1,31002,2001,-3.641,0.35,-4.366,-2.966,156.77,76.94,300.5
2025_siteoccupancy_v1,31002,2002,-3.973,0.396,-4.81,-3.245,113.3,49.58,230.08
2025_siteoccupancy_v1,31002,2003,-4.464,0.425,-5.363,-3.668,69.84,28.62,152.7
2025_siteoccupancy_v1,31002,2004,-3.861,0.308,-4.479,-3.257,126.45,68.81,227.44
2025_siteoccupancy_v1,31002,2005,-4.696,0.438,-5.659,-3.93,55.51,21.31,118.18
2025_siteoccupancy_v1,31002,2006,-3.494,0.301,-4.118,-2.924,180.86,98.25,312.73
2025_siteoccupancy_v1,31002,2007,-4.501,0.436,-5.468,-3.757,67.33,25.78,139.99
2025_siteoccupancy_v1,31002,2008,-4.357,0.391,-5.188,-3.647,77.63,34.06,155.86
2025_siteoccupancy_v1,31002,2009,-3.559,0.24,-4.065,-3.102,169.8,103.51,263.93
2025_siteoccupancy_v1,31002,2010,-4.1,0.296,-4.708,-3.553,100.01,54.86,170.79
2025_siteoccupancy_v1,31002,2011,-4.364,0.33,-5.035,-3.765,77.09,39.65,138.9
2025_siteoccupancy_v1,31002,2012,-4.232,0.343,-4.995,-3.586,87.82,41.26,165.4
2025_siteoccupancy_v1,31002,2013,-4.179,0.344,-4.898,-3.563,92.53,45.43,169.14
2025_siteoccupancy_v1,31002,2014,-3.933,0.307,-4.583,-3.376,117.83,62.09,202.77
2025_siteoccupancy_v1,31002,2015,-4.377,0.364,-5.137,-3.706,76.11,35.83,147.14
2025_siteoccupancy_v1,31002,2016,-3.455,0.247,-3.939,-2.98,187.84,117.14,296.53
2025_siteoccupancy_v1,31002,2017,-3.706,0.252,-4.218,-3.221,147.14,89.04,235.46
2025_siteoccupancy_v1,31002,2018,-3.73,0.239,-4.239,-3.28,143.73,87.21,222.46
2025_siteoccupancy_v1,31002,2019,-3.66,0.22,-4.1,-3.249,153.89,100.01,229.2
2025_siteoccupancy_v1,31002,2020,-3.467,0.219,-3.904,-3.064,185.66,121.23,273.7
2025_siteoccupancy_v1,31002,2021,-3.57,0.23,-4.034,-3.147,167.99,106.71,252.8
2025_siteoccupancy_v1,31002,2022,-3.777,0.231,-4.263,-3.366,137.28,85.17,204.74
2025_siteoccupancy_v1,31002,2023,-3.429,0.207,-3.83,-3.047,192.63,130.35,278.18
2025_siteoccupancy_v1,31174,1990,-0.983,0.197,-1.374,-0.597,55.53,41.19,72.41
2025_siteoccupancy_v1,31174,1991,-0.016,0.173,-0.346,0.33,101.16,84.51,118.65
2025_siteoccupancy_v1,31174,1992,0.126,0.182,-0.231,0.495,108.39,90.25,126.71
2025_siteoccupancy_v1,31174,1993,-0.068,0.205,-0.46,0.321,98.51,78.92,118.2
2025_siteoccupancy_v1,31174,1994,-0.05,0.256,-0.535,0.449,99.42,75.33,124.49
2025_siteoccupancy_v1,31174,1995,0.007,0.236,-0.452,0.48,102.33,79.31,125.99
2025_siteoccupancy_v1,31174,1996,-0.277,0.201,-0.681,0.117,87.94,68.53,107.93
2025_siteoccupancy_v1,31174,1997,0.199,0.192,-0.179,0.593,112.09,92.87,131.35
2025_siteoccupancy_v1,31174,1998,0.707,0.232,0.287,1.186,136.59,116.51,156.23
2025_siteoccupancy_v1,31174,1999,-0.522,0.246,-1.012,-0.037,75.95,54.37,100.09
2025_siteoccupancy_v1,31174,2000,-0.959,0.176,-1.288,-0.626,56.51,44.09,71.06
2025_siteoccupancy_v1,31174,2001,-0.037,0.175,-0.377,0.315,100.09,82.98,117.9
2025_siteoccupancy_v1,31174,2002,0.148,0.148,-0.132,0.453,109.5,95.25,124.68
2025_siteoccupancy_v1,31174,2003,0.611,0.146,0.337,0.898,132.19,118.99,144.91
2025_siteoccupancy_v1,31174,2004,0.019,0.118,-0.203,0.248,102.94,91.66,114.55
2025_siteoccupancy_v1,31174,2005,-0.587,0.112,-0.806,-0.374,72.87,62.97,83.12
2025_siteoccupancy_v1,31174,2006,-0.708,0.118,-0.936,-0.47,67.31,57.45,78.44
2025_siteoccupancy_v1,31174,2007,0.453,0.128,0.207,0.698,124.68,112.49,136.18
2025_siteoccupancy_v1,31174,2008,-0.337,0.113,-0.557,-0.117,84.95,74.29,96.01
2025_siteoccupancy_v1,31174,2009,-0.416,0.091,-0.588,-0.238,81.06,72.83,89.89
2025_siteoccupancy_v1,31174,2010,-0.201,0.091,-0.374,-0.022,91.76,83.12,100.85
2025_siteoccupancy_v1,31174,2011,0.018,0.092,-0.165,0.199,102.89,93.58,112.09
2025_siteoccupancy_v1,31174,2012,-0.18,0.109,-0.4,0.03,92.82,81.85,103.5
2025_siteoccupancy_v1,31174,2013,-0.104,0.108,-0.313,0.109,96.67,86.14,107.52
2025_siteoccupancy_v1,31174,2014,0.004,0.11,-0.219,0.229,102.18,90.85,113.6
2025_siteoccupancy_v1,31174,2015,0.716,0.127,0.469,0.968,137,125.46,147.8
2025_siteoccupancy_v1,31174,2016,-0.048,0.094,-0.234,0.145,99.53,90.1,109.35
2025_siteoccupancy_v1,31174,2017,0.143,0.079,-0.007,0.298,109.25,101.62,117.06
2025_siteoccupancy_v1,31174,2018,-0.277,0.067,-0.405,-0.151,87.94,81.6,94.29
2025_siteoccupancy_v1,31174,2019,-0.144,0.07,-0.278,-0.006,94.64,87.89,101.67
2025_siteoccupancy_v1,31174,2020,-0.123,0.069,-0.256,0.011,95.71,88.99,102.53
2025_siteoccupancy_v1,31174,2021,-0.113,0.075,-0.258,0.036,96.22,88.89,103.81
2025_siteoccupancy_v1,31174,2022,0.409,0.072,0.266,0.549,122.54,115.46,129.28
2025_siteoccupancy_v1,31174,2023,0.286,0.07,0.154,0.423,116.46,109.81,123.22
2025_siteoccupancy_v1,2,1990,-3.07,0.425,-3.93,-2.213,109.04,47.35,242.32
2025_siteoccupancy_v1,2,1991,-2.83,0.344,-3.477,-2.128,136.96,73.67,261.53
2025_siteoccupancy_v1,2,1992,-2.937,0.366,-3.684,-2.222,123.77,60.23,240.36
2025_siteoccupancy_v1,2,1993,-2.728,0.351,-3.381,-2.033,150.77,80.85,284.58
2025_siteoccupancy_v1,2,1994,-2.607,0.403,-3.334,-1.806,168.83,84.61,346.86
2025_siteoccupancy_v1,2,1995,-2.729,0.395,-3.467,-1.926,150.63,74.39,312.63
2025_siteoccupancy_v1,2,1996,-3.213,0.391,-4.028,-2.457,95.07,43.01,194
2025_siteoccupancy_v1,2,1997,-2.619,0.402,-3.372,-1.804,166.95,81.56,347.46
2025_siteoccupancy_v1,2,1998,-3.193,0.408,-4.045,-2.402,96.91,42.3,204.05
2025_siteoccupancy_v1,2,1999,-3.224,0.388,-4.057,-2.492,94.07,41.8,187.83
2025_siteoccupancy_v1,2,2000,-2.576,0.36,-3.255,-1.846,173.77,91.3,335.11
2025_siteoccupancy_v1,2,2001,-3.304,0.394,-4.157,-2.555,87.09,37.88,177.19
2025_siteoccupancy_v1,2,2002,-3.161,0.35,-3.836,-2.513,99.94,51.92,184.22
2025_siteoccupancy_v1,2,2003,-2.84,0.347,-3.481,-2.157,135.68,73.39,254.83
2025_siteoccupancy_v1,2,2004,-3.532,0.384,-4.361,-2.846,69.84,30.98,134.91
2025_siteoccupancy_v1,2,2005,-3.123,0.312,-3.729,-2.526,103.64,57.65,182.02
2025_siteoccupancy_v1,2,2006,-3.352,0.369,-4.139,-2.669,83.15,38.56,159.34
2025_siteoccupancy_v1,2,2007,-3.083,0.344,-3.775,-2.418,107.69,55.11,201.08
2025_siteoccupancy_v1,2,2008,-2.951,0.305,-3.571,-2.371,122.13,67.24,209.93
2025_siteoccupancy_v1,2,2009,-2.936,0.244,-3.431,-2.466,123.88,77.03,192.39
2025_siteoccupancy_v1,2,2010,-3.094,0.25,-3.583,-2.617,106.56,66.46,167.26
2025_siteoccupancy_v1,2,2011,-3.217,0.292,-3.814,-2.679,94.7,53.05,157.85
2025_siteoccupancy_v1,2,2012,-3.355,0.344,-4.084,-2.72,82.91,40.71,151.91
2025_siteoccupancy_v1,2,2013,-3.79,0.423,-4.712,-3.066,54.31,21.89,109.45
2025_siteoccupancy_v1,2,2014,-3.198,0.307,-3.828,-2.632,96.45,52.33,164.94
2025_siteoccupancy_v1,2,2015,-3.269,0.335,-3.941,-2.642,90.08,46.84,163.41
2025_siteoccupancy_v1,2,2016,-3.319,0.323,-3.991,-2.712,85.84,44.6,153.05
2025_siteoccupancy_v1,2,2017,-3.341,0.315,-4.035,-2.761,84.04,42.71,146.17
2025_siteoccupancy_v1,2,2018,-3.821,0.376,-4.677,-3.175,52.69,22.66,98.6
2025_siteoccupancy_v1,2,2019,-3.293,0.3,-3.942,-2.739,88.02,46.8,149.22
2025_siteoccupancy_v1,2,2020,-3.451,0.292,-4.078,-2.916,75.55,40.95,126.26
2025_siteoccupancy_v1,2,2021,-3.769,0.366,-4.539,-3.118,55.44,25.98,104.14
2025_siteoccupancy_v1,2,2022,-3.373,0.308,-4.026,-2.81,81.48,43.09,139.57
2025_siteoccupancy_v1,2,2023,-3.241,0.262,-3.778,-2.76,92.54,54.95,146.3
2025_siteoccupancy_v1,31003,1990,-3.425,0.399,-4.318,-2.718,69.89,29.16,137.29
2025_siteoccupancy_v1,31003,1991,-3.024,0.325,-3.671,-2.392,102.78,55.03,185.77
2025_siteoccupancy_v1,31003,1992,-3.34,0.356,-4.119,-2.661,75.88,35.48,144.82
2025_siteoccupancy_v1,31003,1993,-3.358,0.364,-4.161,-2.729,74.58,34.04,135.88
2025_siteoccupancy_v1,31003,1994,-3.418,0.385,-4.255,-2.728,70.37,31.03,136.01
2025_siteoccupancy_v1,31003,1995,-3.425,0.369,-4.262,-2.772,69.89,30.82,130.5
2025_siteoccupancy_v1,31003,1996,-3.457,0.378,-4.336,-2.807,67.76,28.65,126.27
2025_siteoccupancy_v1,31003,1997,-3.128,0.301,-3.744,-2.532,93.05,51.25,163.29
2025_siteoccupancy_v1,31003,1998,-2.885,0.338,-3.486,-2.17,117.29,65.88,227.22
2025_siteoccupancy_v1,31003,1999,-3.199,0.353,-3.912,-2.524,86.92,43.48,164.5
2025_siteoccupancy_v1,31003,2000,-3.523,0.373,-4.399,-2.882,63.56,26.92,117.63
2025_siteoccupancy_v1,31003,2001,-3.242,0.322,-3.922,-2.64,83.4,43.05,147.69
2025_siteoccupancy_v1,31003,2002,-3.44,0.345,-4.177,-2.81,68.89,33.51,125.91
2025_siteoccupancy_v1,31003,2003,-3.399,0.312,-4.081,-2.867,71.68,36.83,119.31
2025_siteoccupancy_v1,31003,2004,-2.988,0.256,-3.496,-2.493,106.36,65.25,169.29
2025_siteoccupancy_v1,31003,2005,-2.78,0.257,-3.256,-2.265,129.52,82.29,208.56
2025_siteoccupancy_v1,31003,2006,-3.177,0.285,-3.776,-2.628,88.78,49.67,149.35
2025_siteoccupancy_v1,31003,2007,-3.015,0.264,-3.535,-2.479,103.66,62.82,171.49
2025_siteoccupancy_v1,31003,2008,-2.968,0.262,-3.484,-2.455,108.41,66.01,175.33
2025_siteoccupancy_v1,31003,2009,-3.246,0.235,-3.734,-2.806,83.08,51.75,126.38
2025_siteoccupancy_v1,31003,2010,-3.153,0.23,-3.616,-2.723,90.85,58.06,136.65
2025_siteoccupancy_v1,31003,2011,-3.167,0.225,-3.641,-2.73,89.64,56.66,135.75
2025_siteoccupancy_v1,31003,2012,-3.197,0.262,-3.741,-2.693,87.09,51.4,140.55
2025_siteoccupancy_v1,31003,2013,-3.494,0.318,-4.179,-2.928,65.37,33.44,112.61
2025_siteoccupancy_v1,31003,2014,-3.158,0.26,-3.7,-2.677,90.41,53.5,142.67
2025_siteoccupancy_v1,31003,2015,-3.733,0.364,-4.509,-3.132,51.8,24.14,92.69
2025_siteoccupancy_v1,31003,2016,-3.363,0.269,-3.954,-2.887,74.22,41.72,117.07
2025_siteoccupancy_v1,31003,2017,-2.912,0.217,-3.336,-2.498,114.33,76.18,168.51
2025_siteoccupancy_v1,31003,2018,-2.865,0.204,-3.265,-2.466,119.53,81.58,173.56
2025_siteoccupancy_v1,31003,2019,-2.85,0.203,-3.26,-2.467,121.24,81.97,173.4
2025_siteoccupancy_v1,31003,2020,-2.878,0.21,-3.279,-2.463,118.07,80.48,174.04
2025_siteoccupancy_v1,31003,2021,-2.844,0.21,-3.266,-2.444,121.93,81.5,177.11
2025_siteoccupancy_v1,31003,2022,-3.281,0.219,-3.734,-2.894,80.33,51.75,116.3
2025_siteoccupancy_v1,31003,2023,-3.425,0.235,-3.915,-2.994,69.89,43.35,105.76
2025_siteoccupancy_v1,31004,1990,0.783,0.355,0.148,1.551,151.63,118.62,182.27
2025_siteoccupancy_v1,31004,1991,0.094,0.254,-0.374,0.611,115.65,90.04,143.2
2025_siteoccupancy_v1,31004,1992,0.59,0.286,0.071,1.189,142.13,114.38,169.35
2025_siteoccupancy_v1,31004,1993,-0.207,0.265,-0.704,0.329,99.07,73.11,128.47
2025_siteoccupancy_v1,31004,1994,-0.505,0.291,-1.091,0.077,83.15,55.55,114.71
2025_siteoccupancy_v1,31004,1995,-0.801,0.286,-1.352,-0.247,68.44,45.41,96.89
2025_siteoccupancy_v1,31004,1996,-0.364,0.285,-0.92,0.2,90.58,62.95,121.47
2025_siteoccupancy_v1,31004,1997,-1.027,0.217,-1.464,-0.6,58.25,41.5,78.28
2025_siteoccupancy_v1,31004,1998,0.411,0.302,-0.146,1.025,132.85,102.41,162.59
2025_siteoccupancy_v1,31004,1999,0.68,0.347,0.09,1.402,146.64,115.43,177.29
2025_siteoccupancy_v1,31004,2000,-0.537,0.227,-0.967,-0.092,81.5,60.86,105.38
2025_siteoccupancy_v1,31004,2001,-0.462,0.217,-0.899,-0.045,85.39,63.9,107.98
2025_siteoccupancy_v1,31004,2002,-0.521,0.216,-0.938,-0.094,82.32,62.15,105.27
2025_siteoccupancy_v1,31004,2003,-0.108,0.167,-0.427,0.224,104.5,87.23,122.78
2025_siteoccupancy_v1,31004,2004,0.035,0.155,-0.264,0.336,112.39,95.97,128.85
2025_siteoccupancy_v1,31004,2005,-0.15,0.161,-0.458,0.167,102.19,85.6,119.66
2025_siteoccupancy_v1,31004,2006,-0.611,0.165,-0.936,-0.284,77.73,62.24,94.88
2025_siteoccupancy_v1,31004,2007,-0.132,0.171,-0.462,0.213,103.18,85.39,122.18
2025_siteoccupancy_v1,31004,2008,-0.265,0.161,-0.58,0.054,95.91,79.3,113.44
2025_siteoccupancy_v1,31004,2009,-0.53,0.127,-0.773,-0.28,81.86,69.77,95.1
2025_siteoccupancy_v1,31004,2010,-0.75,0.125,-0.99,-0.505,70.88,59.85,83.15
2025_siteoccupancy_v1,31004,2011,-0.593,0.119,-0.819,-0.361,78.64,67.6,90.74
2025_siteoccupancy_v1,31004,2012,-0.119,0.158,-0.412,0.206,103.9,88.02,121.8
2025_siteoccupancy_v1,31004,2013,-0.369,0.155,-0.655,-0.058,90.31,75.53,107.26
2025_siteoccupancy_v1,31004,2014,-0.336,0.147,-0.617,-0.035,92.08,77.43,108.53
2025_siteoccupancy_v1,31004,2015,-0.648,0.135,-0.911,-0.386,75.87,63.36,89.4
2025_siteoccupancy_v1,31004,2016,-0.853,0.135,-1.109,-0.59,66.01,54.8,78.79
2025_siteoccupancy_v1,31004,2017,-0.662,0.127,-0.905,-0.401,75.18,63.63,88.61
2025_siteoccupancy_v1,31004,2018,-0.619,0.115,-0.843,-0.381,77.33,66.48,89.67
2025_siteoccupancy_v1,31004,2019,-0.607,0.116,-0.829,-0.379,77.93,67.13,89.78
2025_siteoccupancy_v1,31004,2020,-0.516,0.116,-0.735,-0.277,82.58,71.6,95.26
2025_siteoccupancy_v1,31004,2021,-0.856,0.123,-1.11,-0.621,65.87,54.76,77.22
2025_siteoccupancy_v1,31004,2022,-0.961,0.117,-1.2,-0.728,61.12,51.14,71.94
2025_siteoccupancy_v1,31004,2023,-0.581,0.109,-0.795,-0.366,79.25,68.73,90.47
2025_siteoccupancy_v1,31069,1990,5.809,1.168,4.124,8.519,117.61,116.08,117.94
2025_siteoccupancy_v1,31069,1991,5.806,1.113,4.14,8.563,117.61,116.11,117.94
2025_siteoccupancy_v1,31069,1992,5.898,1.152,4.142,8.571,117.64,116.12,117.94
2025_siteoccupancy_v1,31069,1993,2.961,0.843,1.844,5.092,112.16,101.85,117.24
2025_siteoccupancy_v1,31069,1994,4.674,1.31,2.814,7.528,116.87,111.29,117.9
2025_siteoccupancy_v1,31069,1995,5.011,1.229,3.178,7.925,117.18,113.24,117.92
2025_siteoccupancy_v1,31069,1996,5.827,1.177,4.053,8.58,117.62,115.95,117.94
2025_siteoccupancy_v1,31069,1997,4.073,0.744,2.982,5.924,115.99,112.27,117.65
2025_siteoccupancy_v1,31069,1998,5.657,1.145,3.911,8.255,117.55,115.65,117.93
2025_siteoccupancy_v1,31069,1999,5.419,1.259,3.527,8.503,117.44,114.59,117.94
2025_siteoccupancy_v1,31069,2000,5.495,1.083,3.904,8.078,117.48,115.63,117.93
2025_siteoccupancy_v1,31069,2001,3.832,0.884,2.735,6.208,115.46,110.77,117.72
2025_siteoccupancy_v1,31069,2002,2.991,0.412,2.353,3.91,112.32,107.72,115.64
2025_siteoccupancy_v1,31069,2003,2.183,0.193,1.836,2.576,106.01,101.74,109.62
2025_siteoccupancy_v1,31069,2004,1.76,0.163,1.462,2.088,100.65,95.77,104.95
2025_siteoccupancy_v1,31069,2005,1.281,0.126,1.045,1.531,92.32,87.27,96.98
2025_siteoccupancy_v1,31069,2006,1.293,0.123,1.067,1.555,92.56,87.77,97.39
2025_siteoccupancy_v1,31069,2007,2.435,0.237,2.015,2.931,108.46,104.09,111.99
2025_siteoccupancy_v1,31069,2008,1.552,0.144,1.272,1.838,97.34,92.14,101.77
2025_siteoccupancy_v1,31069,2009,2.359,0.16,2.063,2.697,107.78,104.66,110.51
2025_siteoccupancy_v1,31069,2010,2.032,0.14,1.763,2.326,104.29,100.69,107.46
2025_siteoccupancy_v1,31069,2011,1.449,0.106,1.246,1.663,95.53,91.61,99.16
2025_siteoccupancy_v1,31069,2012,1.233,0.105,1.033,1.437,91.34,87,95.31
2025_siteoccupancy_v1,31069,2013,1.472,0.118,1.241,1.703,95.95,91.51,99.79
2025_siteoccupancy_v1,31069,2014,1.234,0.114,1.019,1.46,91.36,86.68,95.73
2025_siteoccupancy_v1,31069,2015,1.536,0.106,1.332,1.746,97.07,93.33,100.44
2025_siteoccupancy_v1,31069,2016,1.451,0.108,1.253,1.668,95.57,91.75,99.24
2025_siteoccupancy_v1,31069,2017,1.75,0.119,1.538,2.003,100.5,97.1,103.94
2025_siteoccupancy_v1,31069,2018,1.308,0.082,1.153,1.469,92.86,89.66,95.89
2025_siteoccupancy_v1,31069,2019,1.1,0.083,0.945,1.271,88.5,84.95,92.12
2025_siteoccupancy_v1,31069,2020,1.518,0.092,1.344,1.699,96.76,93.56,99.73
2025_siteoccupancy_v1,31069,2021,1.586,0.106,1.39,1.803,97.91,94.44,101.27
2025_siteoccupancy_v1,31069,2022,1.703,0.105,1.502,1.93,99.79,96.48,103.01
2025_siteoccupancy_v1,31069,2023,0.973,0.077,0.823,1.127,85.61,81.97,89.09
2025_siteoccupancy_v1,31097,1990,-6.068,1.152,-8.634,-4.18,4.63,0.36,30.21
2025_siteoccupancy_v1,31097,1991,-6.086,1.236,-8.915,-4.118,4.55,0.27,32.11
2025_siteoccupancy_v1,31097,1992,-5.925,1.199,-8.55,-3.91,5.34,0.39,39.39
2025_siteoccupancy_v1,31097,1993,-5.82,1.261,-8.527,-3.697,5.93,0.4,48.51
2025_siteoccupancy_v1,31097,1994,-5.729,1.236,-8.441,-3.697,6.5,0.43,48.51
2025_siteoccupancy_v1,31097,1995,-3.897,0.784,-5.655,-2.538,39.89,6.99,146.82
2025_siteoccupancy_v1,31097,1996,-4.208,0.763,-5.836,-2.875,29.39,5.84,107.06
2025_siteoccupancy_v1,31097,1997,-6.13,1.143,-8.684,-4.29,4.35,0.34,27.1
2025_siteoccupancy_v1,31097,1998,-3.681,0.535,-4.875,-2.766,49.27,15.19,118.66
2025_siteoccupancy_v1,31097,1999,-5.832,1.258,-8.624,-3.755,5.86,0.36,45.84
2025_siteoccupancy_v1,31097,2000,-5.231,0.904,-7.181,-3.706,10.66,1.52,48.09
2025_siteoccupancy_v1,31097,2001,-6.083,1.158,-8.754,-4.153,4.56,0.32,31.02
2025_siteoccupancy_v1,31097,2002,-6.364,1.15,-8.937,-4.5,3.45,0.26,22.03
2025_siteoccupancy_v1,31097,2003,-1.411,0.16,-1.719,-1.107,393.09,304.73,498.05
2025_siteoccupancy_v1,31097,2004,-5.693,0.83,-7.554,-4.257,6.73,1.05,28
2025_siteoccupancy_v1,31097,2005,-5.735,0.858,-7.689,-4.29,6.46,0.92,27.1
2025_siteoccupancy_v1,31097,2006,-3.699,0.367,-4.45,-3.031,48.42,23.14,92.31
2025_siteoccupancy_v1,31097,2007,-3.767,0.378,-4.57,-3.09,45.31,20.55,87.25
2025_siteoccupancy_v1,31097,2008,-5.739,0.832,-7.59,-4.389,6.43,1.01,24.58
2025_siteoccupancy_v1,31097,2009,-3.183,0.226,-3.618,-2.75,79.81,52.39,120.46
2025_siteoccupancy_v1,31097,2010,-6.894,1.037,-9.295,-5.146,2.03,0.18,11.61
2025_siteoccupancy_v1,31097,2011,-6.154,0.795,-7.991,-4.84,4.25,0.68,15.73
2025_siteoccupancy_v1,31097,2012,-2.947,0.228,-3.404,-2.506,100,64.5,151.24
2025_siteoccupancy_v1,31097,2013,-5.297,0.657,-6.746,-4.144,9.99,2.35,31.3
2025_siteoccupancy_v1,31097,2014,-6.664,1.065,-8.982,-4.953,2.55,0.25,14.06
2025_siteoccupancy_v1,31097,2015,-3.652,0.269,-4.206,-3.144,50.69,29.44,82.85
2025_siteoccupancy_v1,31097,2016,-4.355,0.4,-5.193,-3.651,25.42,11.08,50.74
2025_siteoccupancy_v1,31097,2017,-3.347,0.212,-3.769,-2.927,68.15,45.22,101.91
2025_siteoccupancy_v1,31097,2018,-6.02,0.626,-7.367,-4.991,4.86,1.27,13.54
2025_siteoccupancy_v1,31097,2019,-4.141,0.273,-4.703,-3.633,31.39,18.02,51.63
2025_siteoccupancy_v1,31097,2020,-3.922,0.242,-4.423,-3.484,38.93,23.77,59.68
2025_siteoccupancy_v1,31097,2021,-3.83,0.252,-4.356,-3.374,42.6,25.39,66.39
2025_siteoccupancy_v1,31097,2022,-4.348,0.277,-4.922,-3.834,25.6,14.5,42.43
2025_siteoccupancy_v1,31097,2023,-3.239,0.179,-3.592,-2.903,75.63,53.74,104.26
2025_siteoccupancy_v1,31086,1990,-0.4,0.218,-0.832,0.037,79.88,60.35,101.36
2025_siteoccupancy_v1,31086,1991,-0.381,0.217,-0.812,0.035,80.79,61.2,101.26
2025_siteoccupancy_v1,31086,1992,0.688,0.258,0.23,1.213,132.46,110.91,153.42
2025_siteoccupancy_v1,31086,1993,0.667,0.291,0.165,1.241,131.53,107.71,154.4
2025_siteoccupancy_v1,31086,1994,-0.297,0.289,-0.845,0.281,84.85,59.81,113.41
2025_siteoccupancy_v1,31086,1995,0.076,0.295,-0.475,0.679,103.3,76.32,132.07
2025_siteoccupancy_v1,31086,1996,-0.288,0.255,-0.789,0.228,85.29,62.18,110.82
2025_siteoccupancy_v1,31086,1997,-0.714,0.171,-1.046,-0.373,65.43,51.75,81.17
2025_siteoccupancy_v1,31086,1998,0.227,0.235,-0.225,0.715,110.77,88.37,133.66
2025_siteoccupancy_v1,31086,1999,-0.095,0.262,-0.596,0.428,94.8,70.71,120.5
2025_siteoccupancy_v1,31086,2000,0.654,0.219,0.246,1.102,130.95,111.7,149.41
2025_siteoccupancy_v1,31086,2001,0.56,0.208,0.164,0.981,126.68,107.66,144.76
2025_siteoccupancy_v1,31086,2002,-0.262,0.162,-0.565,0.074,86.56,72.13,103.2
2025_siteoccupancy_v1,31086,2003,-0.571,0.132,-0.825,-0.312,71.85,60.65,84.12
2025_siteoccupancy_v1,31086,2004,0.035,0.133,-0.232,0.304,101.26,88.03,114.53
2025_siteoccupancy_v1,31086,2005,0.553,0.144,0.285,0.838,126.36,113.61,138.94
2025_siteoccupancy_v1,31086,2006,-0.06,0.13,-0.307,0.205,96.53,84.36,109.68
2025_siteoccupancy_v1,31086,2007,0.09,0.136,-0.177,0.358,103.99,90.73,117.15
2025_siteoccupancy_v1,31086,2008,-0.411,0.126,-0.655,-0.17,79.35,68.04,91.08
