runID,NUESP,year,mittel,sd,lo,up,STI,STI_lo,STI_up
2025_BDM_v3,1,2003,-1.68,0.17,-2.066,-1.383,95.94,68.67,122.46
2025_BDM_v3,1,2004,-1.517,0.164,-1.793,-1.134,109.87,87.15,148.66
2025_BDM_v3,1,2005,-1.606,0.156,-1.944,-1.278,102.08,76.47,133.07
2025_BDM_v3,1,2006,-1.717,0.187,-2.161,-1.436,92.98,63.09,117.36
2025_BDM_v3,1,2007,-1.641,0.161,-1.992,-1.331,99.13,73.31,127.63
2025_BDM_v3,1,2008,-1.609,0.162,-1.957,-1.282,101.82,75.6,132.65
2025_BDM_v3,1,2009,-1.566,0.153,-1.852,-1.236,105.52,82.83,137.49
2025_BDM_v3,1,2010,-1.708,0.184,-2.155,-1.413,93.7,63.43,119.55
2025_BDM_v3,1,2011,-1.534,0.166,-1.827,-1.164,108.34,84.64,145.31
2025_BDM_v3,1,2012,-1.553,0.171,-1.878,-1.151,106.66,80.99,146.76
2025_BDM_v3,1,2013,-1.56,0.161,-1.865,-1.218,106.05,81.91,139.42
2025_BDM_v3,1,2014,-1.487,0.175,-1.774,-1.083,112.6,88.58,154.47
2025_BDM_v3,1,2015,-1.725,0.194,-2.199,-1.422,92.36,60.97,118.69
2025_BDM_v3,1,2016,-1.586,0.146,-1.88,-1.271,103.79,80.85,133.8
2025_BDM_v3,1,2017,-1.639,0.161,-1.992,-1.331,99.3,73.31,127.63
2025_BDM_v3,1,2018,-1.552,0.156,-1.842,-1.217,106.75,83.55,139.52
2025_BDM_v3,1,2019,-1.592,0.153,-1.902,-1.268,103.27,79.32,134.11
2025_BDM_v3,1,2020,-1.706,0.175,-2.13,-1.416,93.85,64.87,119.26
2025_BDM_v3,1,2021,-1.688,0.166,-2.066,-1.391,95.29,68.67,121.68
2025_BDM_v3,1,2022,-1.593,0.159,-1.92,-1.264,103.19,78.09,134.53
2025_BDM_v3,1,2023,-1.593,0.158,-1.921,-1.261,103.19,78.02,134.84
2025_BDM_v3,31151,2003,3.473,0.525,2.559,4.6,102.95,98.52,105.08
2025_BDM_v3,31151,2004,3.314,0.485,2.474,4.333,102.42,97.89,104.77
2025_BDM_v3,31151,2005,2.772,0.402,2.054,3.651,99.89,94.08,103.45
2025_BDM_v3,31151,2006,2.175,0.336,1.554,2.864,95.31,87.62,100.41
2025_BDM_v3,31151,2007,2.696,0.41,1.933,3.491,99.43,92.72,103
2025_BDM_v3,31151,2008,2.746,0.4,1.998,3.577,99.74,93.47,103.25
2025_BDM_v3,31151,2009,2.643,0.398,1.915,3.469,99.09,92.51,102.93
2025_BDM_v3,31151,2010,1.51,0.293,0.949,2.097,86.94,76.52,94.53
2025_BDM_v3,31151,2011,3.094,0.449,2.259,4.048,101.54,96.1,104.32
2025_BDM_v3,31151,2012,3.547,0.557,2.559,4.811,103.17,98.52,105.28
2025_BDM_v3,31151,2013,2.472,0.364,1.789,3.2,97.88,90.94,101.98
2025_BDM_v3,31151,2014,3.107,0.45,2.297,4.047,101.6,96.44,104.32
2025_BDM_v3,31151,2015,2.618,0.385,1.906,3.367,98.92,92.4,102.6
2025_BDM_v3,31151,2016,2.419,0.348,1.765,3.103,97.47,90.63,101.58
2025_BDM_v3,31151,2017,3.542,0.569,2.567,4.828,103.15,98.57,105.3
2025_BDM_v3,31151,2018,2.75,0.399,1.985,3.58,99.76,93.32,103.26
2025_BDM_v3,31151,2019,3.577,0.542,2.655,4.763,103.25,99.17,105.24
2025_BDM_v3,31151,2020,3.557,0.553,2.642,4.833,103.2,99.08,105.3
2025_BDM_v3,31151,2021,3.316,0.475,2.471,4.357,102.42,97.87,104.8
2025_BDM_v3,31151,2022,2.795,0.395,2.086,3.634,100.03,94.42,103.41
2025_BDM_v3,31151,2023,3.107,0.458,2.304,4.121,101.6,96.5,104.45
2025_BDM_v3,31050,2003,0.803,0.193,0.448,1.197,101.24,89.44,112.58
2025_BDM_v3,31050,2004,0.996,0.221,0.625,1.465,107.05,95.48,119.07
2025_BDM_v3,31050,2005,0.713,0.173,0.374,1.066,98.37,86.84,109.04
2025_BDM_v3,31050,2006,0.658,0.168,0.324,0.987,96.57,85.06,106.79
2025_BDM_v3,31050,2007,0.664,0.177,0.322,1.02,96.77,84.99,107.74
2025_BDM_v3,31050,2008,0.546,0.184,0.179,0.89,92.82,79.84,103.91
2025_BDM_v3,31050,2009,0.928,0.204,0.572,1.349,105.06,93.7,116.39
2025_BDM_v3,31050,2010,0.583,0.179,0.224,0.923,94.07,81.47,104.91
2025_BDM_v3,31050,2011,0.382,0.195,-0.017,0.736,87.13,72.67,99.11
2025_BDM_v3,31050,2012,0.548,0.171,0.204,0.866,92.89,80.74,103.19
2025_BDM_v3,31050,2013,0.607,0.168,0.275,0.927,94.88,83.31,105.03
2025_BDM_v3,31050,2014,0.656,0.174,0.3,1.001,96.51,84.21,107.19
2025_BDM_v3,31050,2015,0.38,0.196,-0.031,0.729,87.05,72.16,98.89
2025_BDM_v3,31050,2016,0.815,0.182,0.491,1.199,101.61,90.93,112.63
2025_BDM_v3,31050,2017,0.742,0.18,0.397,1.118,99.3,87.65,110.47
2025_BDM_v3,31050,2018,0.74,0.171,0.43,1.091,99.24,88.81,109.73
2025_BDM_v3,31050,2019,0.696,0.175,0.353,1.057,97.82,86.1,108.79
2025_BDM_v3,31050,2020,0.523,0.179,0.136,0.852,92.04,78.27,102.76
2025_BDM_v3,31050,2021,0.532,0.177,0.176,0.867,92.34,79.73,103.22
2025_BDM_v3,31050,2022,0.388,0.193,-0.005,0.718,87.34,73.11,98.53
2025_BDM_v3,31050,2023,0.772,0.183,0.439,1.165,100.26,89.13,111.74
2025_BDM_v3,31152,2003,-4.466,0.419,-5.38,-3.724,92.54,37.35,191.94
2025_BDM_v3,31152,2004,-4.361,0.387,-5.158,-3.636,102.65,46.59,209.14
2025_BDM_v3,31152,2005,-4.38,0.367,-5.132,-3.682,100.74,47.81,199.97
2025_BDM_v3,31152,2006,-4.287,0.376,-4.977,-3.488,110.43,55.77,241.51
2025_BDM_v3,31152,2007,-4.454,0.394,-5.288,-3.803,93.64,40.94,177.68
2025_BDM_v3,31152,2008,-4.368,0.369,-5.076,-3.643,101.94,50.54,207.72
2025_BDM_v3,31152,2009,-4.282,0.366,-4.938,-3.513,110.97,57.97,235.72
2025_BDM_v3,31152,2010,-4.47,0.401,-5.412,-3.805,92.17,36.18,177.33
2025_BDM_v3,31152,2011,-4.19,0.396,-4.857,-3.306,121.51,62.82,288.02
2025_BDM_v3,31152,2012,-4.479,0.409,-5.421,-3.777,91.35,35.86,182.25
2025_BDM_v3,31152,2013,-4.387,0.372,-5.136,-3.681,100.05,47.62,200.16
2025_BDM_v3,31152,2014,-4.375,0.374,-5.107,-3.655,101.24,49.01,205.3
2025_BDM_v3,31152,2015,-4.369,0.383,-5.191,-3.645,101.84,45.08,207.31
2025_BDM_v3,31152,2016,-4.382,0.374,-5.191,-3.678,100.54,45.08,200.75
2025_BDM_v3,31152,2017,-4.368,0.374,-5.108,-3.668,101.94,48.96,202.72
2025_BDM_v3,31152,2018,-4.273,0.382,-4.973,-3.454,111.96,55.99,249.61
2025_BDM_v3,31152,2019,-4.374,0.365,-5.132,-3.694,101.34,47.81,197.64
2025_BDM_v3,31152,2020,-4.375,0.388,-5.215,-3.639,101.24,44.02,208.53
2025_BDM_v3,31152,2021,-4.376,0.382,-5.201,-3.675,101.14,44.64,201.34
2025_BDM_v3,31152,2022,-4.466,0.414,-5.441,-3.747,92.54,35.15,187.67
2025_BDM_v3,31152,2023,-4.375,0.375,-5.115,-3.633,101.24,48.62,209.75
2025_BDM_v3,31153,2003,-2.271,0.307,-2.948,-1.741,87.31,46.5,139.22
2025_BDM_v3,31153,2004,-2.316,0.306,-3.005,-1.808,83.81,44.05,131.47
2025_BDM_v3,31153,2005,-2.339,0.308,-3.021,-1.837,82.07,43.38,128.23
2025_BDM_v3,31153,2006,-1.699,0.242,-2.13,-1.2,144.27,99.12,216.02
2025_BDM_v3,31153,2007,-2.092,0.262,-2.665,-1.587,102.54,60.73,158.47
2025_BDM_v3,31153,2008,-2.245,0.278,-2.847,-1.764,89.39,51.17,136.52
2025_BDM_v3,31153,2009,-2.215,0.268,-2.798,-1.753,91.84,53.6,137.81
2025_BDM_v3,31153,2010,-2.33,0.299,-3.006,-1.838,82.75,44.01,128.12
2025_BDM_v3,31153,2011,-1.911,0.243,-2.405,-1.446,120.26,77.26,177.89
2025_BDM_v3,31153,2012,-2.19,0.269,-2.759,-1.718,93.93,55.6,141.97
2025_BDM_v3,31153,2013,-1.962,0.235,-2.449,-1.485,115.02,74.2,172.34
2025_BDM_v3,31153,2014,-2.083,0.255,-2.641,-1.596,103.36,62.1,157.29
2025_BDM_v3,31153,2015,-1.904,0.238,-2.346,-1.414,121,81.55,182.54
2025_BDM_v3,31153,2016,-1.906,0.242,-2.39,-1.432,120.79,78.33,179.91
2025_BDM_v3,31153,2017,-1.799,0.242,-2.248,-1.306,132.49,89.14,198.92
2025_BDM_v3,31153,2018,-2.017,0.24,-2.512,-1.536,109.59,70.01,165.29
2025_BDM_v3,31153,2019,-1.777,0.244,-2.214,-1.268,135.01,91.92,204.94
2025_BDM_v3,31153,2020,-1.672,0.252,-2.144,-1.153,147.6,97.89,223.92
2025_BDM_v3,31153,2021,-2.149,0.271,-2.741,-1.658,97.45,56.55,149.34
2025_BDM_v3,31153,2022,-2.098,0.256,-2.617,-1.622,101.99,63.51,153.92
2025_BDM_v3,31153,2023,-1.96,0.236,-2.433,-1.494,115.22,75.3,171.08
2025_BDM_v3,31201,2003,0.371,0.107,0.195,0.627,102.3,94.85,112.7
2025_BDM_v3,31201,2004,0.279,0.11,0.012,0.46,98.43,86.97,105.99
2025_BDM_v3,31201,2005,0.316,0.095,0.1,0.491,99.99,90.77,107.26
2025_BDM_v3,31201,2006,0.31,0.098,0.092,0.487,99.74,90.42,107.09
2025_BDM_v3,31201,2007,0.305,0.105,0.051,0.496,99.53,88.65,107.46
2025_BDM_v3,31201,2008,0.356,0.098,0.186,0.584,101.68,94.46,111
2025_BDM_v3,31201,2009,0.325,0.099,0.115,0.518,100.37,91.41,108.35
2025_BDM_v3,31201,2010,0.353,0.101,0.161,0.589,101.55,93.39,111.2
2025_BDM_v3,31201,2011,0.367,0.108,0.174,0.624,102.14,93.95,112.58
2025_BDM_v3,31201,2012,0.298,0.102,0.065,0.48,99.23,89.26,106.81
2025_BDM_v3,31201,2013,0.332,0.101,0.127,0.541,100.67,91.93,109.28
2025_BDM_v3,31201,2014,0.309,0.101,0.083,0.494,99.7,90.03,107.38
2025_BDM_v3,31201,2015,0.309,0.104,0.074,0.503,99.7,89.65,107.74
2025_BDM_v3,31201,2016,0.371,0.105,0.194,0.622,102.3,94.81,112.5
2025_BDM_v3,31201,2017,0.359,0.104,0.167,0.605,101.8,93.65,111.83
2025_BDM_v3,31201,2018,0.361,0.101,0.185,0.6,101.88,94.42,111.63
2025_BDM_v3,31201,2019,0.302,0.108,0.059,0.494,99.4,89,107.38
2025_BDM_v3,31201,2020,0.358,0.103,0.17,0.6,101.76,93.78,111.63
2025_BDM_v3,31201,2021,0.364,0.104,0.192,0.611,102.01,94.72,112.07
2025_BDM_v3,31201,2022,0.303,0.1,0.067,0.483,99.45,89.34,106.93
2025_BDM_v3,31201,2023,0.361,0.104,0.176,0.594,101.88,94.04,111.39
2025_BDM_v3,31051,2003,-0.574,0.181,-0.953,-0.237,102.58,79.23,125.56
2025_BDM_v3,31051,2004,-0.474,0.164,-0.795,-0.137,109.23,88.57,132.62
2025_BDM_v3,31051,2005,-0.752,0.196,-1.183,-0.432,91.21,66.77,112.07
2025_BDM_v3,31051,2006,-0.512,0.149,-0.806,-0.212,106.68,87.9,127.32
2025_BDM_v3,31051,2007,-0.767,0.208,-1.234,-0.432,90.29,64.2,112.07
2025_BDM_v3,31051,2008,-0.513,0.159,-0.827,-0.199,106.62,86.63,128.23
2025_BDM_v3,31051,2009,-0.491,0.168,-0.816,-0.151,108.09,87.29,131.62
2025_BDM_v3,31051,2010,-0.696,0.174,-1.066,-0.399,94.72,72.93,114.32
2025_BDM_v3,31051,2011,-0.513,0.153,-0.811,-0.191,106.62,87.6,128.8
2025_BDM_v3,31051,2012,-0.581,0.172,-0.952,-0.26,102.12,79.28,123.95
2025_BDM_v3,31051,2013,-0.346,0.179,-0.655,0.042,117.97,97.33,145.34
2025_BDM_v3,31051,2014,-0.392,0.167,-0.692,-0.023,114.8,94.97,140.71
2025_BDM_v3,31051,2015,-0.712,0.187,-1.112,-0.394,93.71,70.46,114.67
2025_BDM_v3,31051,2016,-0.579,0.157,-0.902,-0.271,102.25,82.18,123.18
2025_BDM_v3,31051,2017,-0.628,0.169,-0.991,-0.321,99.07,77.07,119.7
2025_BDM_v3,31051,2018,-0.336,0.181,-0.637,0.043,118.66,98.49,145.41
2025_BDM_v3,31051,2019,-0.305,0.184,-0.619,0.078,120.81,99.65,147.9
2025_BDM_v3,31051,2020,-0.542,0.168,-0.897,-0.227,104.69,82.47,126.26
2025_BDM_v3,31051,2021,-0.427,0.164,-0.722,-0.072,112.41,93.08,137.23
2025_BDM_v3,31051,2022,-0.566,0.158,-0.892,-0.264,103.11,82.76,123.67
2025_BDM_v3,31051,2023,-0.407,0.159,-0.694,-0.07,113.78,94.85,137.37
2025_BDM_v3,31154,2003,-0.77,0.205,-1.171,-0.359,114.34,85.51,148.57
2025_BDM_v3,31154,2004,-1.258,0.241,-1.779,-0.828,79.96,52.18,109.86
2025_BDM_v3,31154,2005,-0.989,0.197,-1.39,-0.635,97.95,72.05,125.15
2025_BDM_v3,31154,2006,-1.027,0.197,-1.439,-0.655,95.26,69.26,123.52
2025_BDM_v3,31154,2007,-0.794,0.209,-1.212,-0.388,112.48,82.86,146.04
2025_BDM_v3,31154,2008,-1.064,0.212,-1.511,-0.663,92.69,65.32,122.87
2025_BDM_v3,31154,2009,-0.716,0.192,-1.089,-0.333,118.61,90.98,150.85
2025_BDM_v3,31154,2010,-0.838,0.19,-1.218,-0.467,109.1,82.48,139.22
2025_BDM_v3,31154,2011,-0.86,0.195,-1.253,-0.473,107.43,80.27,138.71
2025_BDM_v3,31154,2012,-1.163,0.226,-1.628,-0.756,86.03,59.29,115.44
2025_BDM_v3,31154,2013,-0.974,0.201,-1.409,-0.589,99.03,70.96,128.94
2025_BDM_v3,31154,2014,-1.036,0.198,-1.449,-0.658,94.63,68.7,123.27
2025_BDM_v3,31154,2015,-0.58,0.195,-0.947,-0.181,129.68,100.98,164.35
2025_BDM_v3,31154,2016,-0.97,0.199,-1.386,-0.593,99.31,72.28,128.6
2025_BDM_v3,31154,2017,-0.595,0.205,-0.991,-0.183,128.44,97.81,164.17
2025_BDM_v3,31154,2018,-0.601,0.203,-0.983,-0.189,127.94,98.38,163.63
2025_BDM_v3,31154,2019,-0.967,0.202,-1.382,-0.598,99.53,72.51,128.19
2025_BDM_v3,31154,2020,-0.508,0.206,-0.888,-0.076,135.73,105.33,173.79
2025_BDM_v3,31154,2021,-0.834,0.196,-1.236,-0.472,109.4,81.34,138.79
2025_BDM_v3,31154,2022,-0.482,0.208,-0.871,-0.048,137.94,106.6,176.32
2025_BDM_v3,31154,2023,-1.005,0.215,-1.451,-0.589,96.81,68.59,128.94
2025_BDM_v3,31169,2003,-0.914,0.167,-1.276,-0.611,100.73,76.81,123.84
2025_BDM_v3,31169,2004,-0.917,0.165,-1.267,-0.616,100.52,77.36,123.44
2025_BDM_v3,31169,2005,-0.882,0.158,-1.224,-0.588,103.05,79.98,125.69
2025_BDM_v3,31169,2006,-0.903,0.17,-1.266,-0.575,101.52,77.42,126.74
2025_BDM_v3,31169,2007,-1.007,0.184,-1.42,-0.699,94.18,68.52,116.87
2025_BDM_v3,31169,2008,-0.921,0.167,-1.277,-0.607,100.23,76.75,124.16
2025_BDM_v3,31169,2009,-0.769,0.166,-1.081,-0.432,111.47,89.16,138.56
2025_BDM_v3,31169,2010,-0.897,0.164,-1.241,-0.588,101.96,78.94,125.69
2025_BDM_v3,31169,2011,-0.714,0.163,-1.007,-0.368,115.7,94.18,143.97
2025_BDM_v3,31169,2012,-0.836,0.165,-1.186,-0.505,106.43,82.36,132.48
2025_BDM_v3,31169,2013,-0.917,0.168,-1.278,-0.62,100.52,76.69,123.12
2025_BDM_v3,31169,2014,-1.011,0.194,-1.439,-0.689,93.9,67.48,117.65
2025_BDM_v3,31169,2015,-0.893,0.168,-1.248,-0.578,102.25,78.51,126.5
2025_BDM_v3,31169,2016,-0.82,0.155,-1.135,-0.512,107.62,85.62,131.9
2025_BDM_v3,31169,2017,-0.838,0.164,-1.176,-0.501,106.28,82.99,132.81
2025_BDM_v3,31169,2018,-0.595,0.199,-0.932,-0.167,125.13,99.44,161.33
2025_BDM_v3,31169,2019,-0.514,0.219,-0.877,-0.054,131.73,103.41,171.24
2025_BDM_v3,31169,2020,-0.65,0.186,-0.97,-0.247,120.73,96.75,154.37
2025_BDM_v3,31169,2021,-0.774,0.168,-1.106,-0.421,111.09,87.51,139.48
2025_BDM_v3,31169,2022,-0.767,0.174,-1.099,-0.395,111.62,87.97,141.68
2025_BDM_v3,31169,2023,-0.835,0.166,-1.186,-0.502,106.51,82.36,132.72
2025_BDM_v3,31189,2003,-0.278,0.16,-0.587,0.062,102.73,85.18,122.88
2025_BDM_v3,31189,2004,-0.206,0.158,-0.49,0.119,106.96,90.56,126.27
2025_BDM_v3,31189,2005,-0.478,0.166,-0.839,-0.2,91.23,71.93,107.31
2025_BDM_v3,31189,2006,-0.235,0.161,-0.537,0.111,105.25,87.93,125.8
2025_BDM_v3,31189,2007,-0.432,0.169,-0.8,-0.133,93.84,73.9,111.27
2025_BDM_v3,31189,2008,-0.373,0.161,-0.71,-0.078,97.21,78.57,114.54
2025_BDM_v3,31189,2009,-0.211,0.156,-0.496,0.119,106.66,90.22,126.27
2025_BDM_v3,31189,2010,-0.467,0.172,-0.834,-0.171,91.85,72.18,109.02
2025_BDM_v3,31189,2011,-0.244,0.156,-0.545,0.094,104.72,87.49,124.79
2025_BDM_v3,31189,2012,-0.43,0.17,-0.793,-0.127,93.95,74.26,111.63
2025_BDM_v3,31189,2013,-0.355,0.157,-0.693,-0.04,98.25,79.47,116.81
2025_BDM_v3,31189,2014,-0.246,0.151,-0.526,0.067,104.6,88.55,123.18
2025_BDM_v3,31189,2015,-0.4,0.164,-0.765,-0.11,95.66,75.7,112.64
2025_BDM_v3,31189,2016,-0.327,0.149,-0.635,-0.032,99.87,82.57,117.28
2025_BDM_v3,31189,2017,-0.321,0.158,-0.635,-0.007,100.22,82.57,118.77
2025_BDM_v3,31189,2018,-0.238,0.158,-0.535,0.091,105.07,88.04,124.61
2025_BDM_v3,31189,2019,-0.088,0.181,-0.393,0.313,113.95,96.06,137.69
2025_BDM_v3,31189,2020,-0.274,0.153,-0.562,0.053,102.96,86.55,122.35
2025_BDM_v3,31189,2021,-0.274,0.147,-0.56,0.013,102.96,86.66,119.96
2025_BDM_v3,31189,2022,-0.044,0.188,-0.354,0.375,116.57,98.31,141.28
2025_BDM_v3,31189,2023,-0.342,0.158,-0.663,-0.041,99,81.06,116.75
2025_BDM_v3,31170,2003,-1.124,0.13,-1.392,-0.842,100.24,81.37,123.06
2025_BDM_v3,31170,2004,-1.084,0.13,-1.303,-0.784,103.3,87.32,128.11
2025_BDM_v3,31170,2005,-1.178,0.129,-1.491,-0.956,96.21,75.11,113.49
2025_BDM_v3,31170,2006,-1.126,0.126,-1.387,-0.868,100.09,81.69,120.84
2025_BDM_v3,31170,2007,-1.125,0.114,-1.363,-0.886,100.16,83.27,119.31
2025_BDM_v3,31170,2008,-1.218,0.146,-1.58,-0.999,93.3,69.8,109.99
2025_BDM_v3,31170,2009,-1.022,0.159,-1.259,-0.619,108.16,90.38,143.05
2025_BDM_v3,31170,2010,-1.175,0.132,-1.498,-0.94,96.43,74.68,114.8
2025_BDM_v3,31170,2011,-1.082,0.127,-1.307,-0.79,103.45,87.05,127.58
2025_BDM_v3,31170,2012,-1.12,0.119,-1.369,-0.859,100.54,82.88,121.61
2025_BDM_v3,31170,2013,-1.169,0.122,-1.45,-0.953,96.87,77.65,113.73
2025_BDM_v3,31170,2014,-1.125,0.118,-1.384,-0.883,100.16,81.89,119.57
2025_BDM_v3,31170,2015,-1.187,0.138,-1.511,-0.964,95.55,73.89,112.83
2025_BDM_v3,31170,2016,-1.179,0.127,-1.492,-0.967,96.14,75.04,112.59
2025_BDM_v3,31170,2017,-1.128,0.116,-1.375,-0.888,99.94,82.48,119.14
2025_BDM_v3,31170,2018,-1.18,0.136,-1.507,-0.953,96.06,74.13,113.73
2025_BDM_v3,31170,2019,-1.033,0.147,-1.248,-0.676,107.28,91.16,137.79
2025_BDM_v3,31170,2020,-1.123,0.13,-1.406,-0.846,100.32,80.46,122.72
2025_BDM_v3,31170,2021,-1.125,0.126,-1.378,-0.863,100.16,82.28,121.26
2025_BDM_v3,31170,2022,-1.125,0.112,-1.347,-0.888,100.16,84.34,119.14
2025_BDM_v3,31170,2023,-1.153,0.124,-1.443,-0.917,98.06,78.09,116.71
2025_BDM_v3,31155,2003,0.578,0.213,0.17,1.007,115.89,98.12,132.5
2025_BDM_v3,31155,2004,0.051,0.21,-0.374,0.449,92.76,73.73,110.42
2025_BDM_v3,31155,2005,0.122,0.207,-0.291,0.519,95.96,77.38,113.41
2025_BDM_v3,31155,2006,0.31,0.197,-0.071,0.701,104.36,87.24,120.92
2025_BDM_v3,31155,2007,0.013,0.207,-0.403,0.403,91.04,72.47,108.43
2025_BDM_v3,31155,2008,0.294,0.196,-0.102,0.681,103.65,85.84,120.11
2025_BDM_v3,31155,2009,0.463,0.193,0.085,0.842,111.02,94.29,126.43
2025_BDM_v3,31155,2010,0.547,0.199,0.174,0.957,114.59,98.3,130.7
2025_BDM_v3,31155,2011,0.609,0.196,0.247,0.994,117.17,101.56,132.04
2025_BDM_v3,31155,2012,0.212,0.2,-0.178,0.616,100,82.42,117.46
2025_BDM_v3,31155,2013,0.382,0.192,-0.003,0.768,107.52,90.31,123.57
2025_BDM_v3,31155,2014,0.487,0.195,0.122,0.882,112.05,95.96,127.94
2025_BDM_v3,31155,2015,0.302,0.197,-0.087,0.675,104.01,86.52,119.87
2025_BDM_v3,31155,2016,0.447,0.193,0.053,0.829,110.34,92.85,125.93
2025_BDM_v3,31155,2017,0.624,0.202,0.243,1.033,117.79,101.39,133.41
2025_BDM_v3,31155,2018,1.004,0.234,0.569,1.494,132.39,115.51,147.74
2025_BDM_v3,31155,2019,0.798,0.205,0.412,1.233,124.74,108.82,140.08
2025_BDM_v3,31155,2020,0.726,0.205,0.354,1.154,121.91,106.29,137.53
2025_BDM_v3,31155,2021,0.655,0.2,0.272,1.057,119.06,102.68,134.25
2025_BDM_v3,31155,2022,0.888,0.217,0.489,1.326,128.16,112.13,142.94
2025_BDM_v3,31155,2023,0.556,0.209,0.161,0.968,114.97,97.72,131.1
2025_BDM_v3,31136,2003,-0.488,0.216,-0.917,-0.076,118.93,89.29,150.39
2025_BDM_v3,31136,2004,-0.619,0.208,-1.024,-0.204,109.43,82.62,140.44
2025_BDM_v3,31136,2005,-1.14,0.236,-1.614,-0.707,75.76,51.91,103.26
2025_BDM_v3,31136,2006,-0.643,0.207,-1.081,-0.241,107.73,79.2,137.58
2025_BDM_v3,31136,2007,-0.935,0.233,-1.422,-0.51,88.14,60.77,117.31
2025_BDM_v3,31136,2008,-0.7,0.213,-1.136,-0.314,103.74,75.99,131.99
2025_BDM_v3,31136,2009,-0.139,0.197,-0.508,0.258,145.48,117.46,176.39
2025_BDM_v3,31136,2010,-0.711,0.218,-1.154,-0.307,102.98,74.96,132.52
2025_BDM_v3,31136,2011,-0.405,0.202,-0.786,-0.01,125.1,97.87,155.55
2025_BDM_v3,31136,2012,-0.386,0.205,-0.792,0.019,126.53,97.47,157.82
2025_BDM_v3,31136,2013,-0.364,0.21,-0.754,0.04,128.19,100.04,159.46
2025_BDM_v3,31136,2014,-0.438,0.213,-0.84,-0.022,122.63,94.28,154.61
2025_BDM_v3,31136,2015,-0.694,0.209,-1.108,-0.288,104.16,77.62,133.97
2025_BDM_v3,31136,2016,-0.473,0.197,-0.856,-0.094,120.03,93.23,148.99
2025_BDM_v3,31136,2017,-0.189,0.206,-0.57,0.211,141.6,112.94,172.76
2025_BDM_v3,31136,2018,-0.305,0.208,-0.713,0.104,132.67,102.85,164.45
2025_BDM_v3,31136,2019,0.095,0.207,-0.311,0.503,163.75,132.22,194.84
2025_BDM_v3,31136,2020,-0.488,0.201,-0.909,-0.096,118.93,89.8,148.83
2025_BDM_v3,31136,2021,-0.508,0.201,-0.901,-0.124,117.46,90.31,146.65
2025_BDM_v3,31136,2022,-0.021,0.203,-0.422,0.376,154.69,123.83,185.38
2025_BDM_v3,31136,2023,0.184,0.219,-0.249,0.619,170.67,136.97,203.23
2025_BDM_v3,31090,2003,-1.566,0.204,-2.034,-1.234,93.2,62.39,121.62
2025_BDM_v3,31090,2004,-1.317,0.195,-1.656,-0.881,113.98,86.46,158.02
2025_BDM_v3,31090,2005,-1.58,0.202,-2.039,-1.263,92.12,62.12,118.91
2025_BDM_v3,31090,2006,-1.538,0.189,-1.949,-1.209,95.37,67.24,123.99
2025_BDM_v3,31090,2007,-1.416,0.188,-1.79,-1.017,105.33,77.17,143.26
2025_BDM_v3,31090,2008,-1.526,0.194,-1.945,-1.184,96.32,67.47,126.39
2025_BDM_v3,31090,2009,-1.28,0.197,-1.627,-0.851,117.34,88.59,161.39
2025_BDM_v3,31090,2010,-1.52,0.188,-1.934,-1.192,96.8,68.13,125.62
2025_BDM_v3,31090,2011,-1.428,0.173,-1.799,-1.072,104.32,76.58,137.55
2025_BDM_v3,31090,2012,-1.451,0.177,-1.827,-1.106,102.4,74.75,134.1
2025_BDM_v3,31090,2013,-1.426,0.173,-1.796,-1.073,104.49,76.77,137.45
2025_BDM_v3,31090,2014,-1.274,0.191,-1.601,-0.863,117.89,90.53,160.04
2025_BDM_v3,31090,2015,-1.601,0.215,-2.093,-1.248,90.53,59.21,120.3
2025_BDM_v3,31090,2016,-1.515,0.181,-1.901,-1.204,97.19,70.11,124.47
2025_BDM_v3,31090,2017,-1.358,0.174,-1.692,-0.991,110.34,83.88,146.01
2025_BDM_v3,31090,2018,-1.473,0.174,-1.831,-1.138,100.58,74.5,130.9
2025_BDM_v3,31090,2019,-1.228,0.207,-1.56,-0.773,122.18,93.66,170.35
2025_BDM_v3,31090,2020,-1.54,0.192,-1.971,-1.202,95.22,65.95,124.66
2025_BDM_v3,31090,2021,-1.516,0.185,-1.93,-1.182,97.11,68.36,126.59
2025_BDM_v3,31090,2022,-1.306,0.187,-1.648,-0.903,114.97,87.04,155.57
2025_BDM_v3,31090,2023,-1.63,0.222,-2.142,-1.297,88.36,56.68,115.79
2025_BDM_v3,31161,2003,-1.979,0.258,-2.429,-1.432,115.06,76.74,182.67
2025_BDM_v3,31161,2004,-2.289,0.252,-2.869,-1.836,87.21,50.89,130.31
2025_BDM_v3,31161,2005,-2.135,0.233,-2.591,-1.672,100.19,66.06,149.86
2025_BDM_v3,31161,2006,-2.153,0.24,-2.657,-1.672,98.59,62.12,149.86
2025_BDM_v3,31161,2007,-2.149,0.241,-2.636,-1.67,98.95,63.35,150.11
2025_BDM_v3,31161,2008,-2.213,0.249,-2.756,-1.741,93.42,56.61,141.36
2025_BDM_v3,31161,2009,-2.476,0.323,-3.249,-1.992,73.49,35.4,113.75
2025_BDM_v3,31161,2010,-2.358,0.279,-2.967,-1.879,81.9,46.37,125.55
2025_BDM_v3,31161,2011,-2.03,0.25,-2.472,-1.499,110,73.76,173
